Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],Secchi Depth [m]:METAVAR:FLOAT,PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l],PHOS [umol/l],TPHS [umol/l],SLCA [umol/l],NTRA [umol/l],NTRI [umol/l],AMON [umol/l],NTOT [umol/l],H2SX [umol/l],PHPH [],ALKY [meq/l],CPHL [ug/l]
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,49,1.67,7.67,9.85,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,50,1.69,7.68,9.82,0.49,,,4.5,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,51,1.70,7.67,9.82,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,52,1.69,7.67,9.80,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,53,1.63,7.68,9.81,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,54,1.63,7.68,9.79,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,56,1.68,7.68,9.78,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,57,1.63,7.69,9.78,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,58,1.57,7.70,9.72,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,59,1.55,7.71,9.67,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,60,1.52,7.73,9.60,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,61,1.52,7.74,9.57,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,62,1.51,7.75,9.53,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,63,1.52,7.78,9.43,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,64,1.55,7.82,9.38,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,65,1.65,7.89,9.19,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,66,1.78,7.96,9.03,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,67,1.82,7.99,8.96,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,68,2.09,8.17,8.64,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,69,2.39,8.33,8.33,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,70,2.83,8.59,7.66,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,71,3.14,8.79,6.86,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,72,3.25,8.89,6.52,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,73,3.43,9.06,6.15,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,74,3.51,9.14,5.84,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,75,3.61,9.25,5.39,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,77,3.70,9.39,5.00,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,78,3.67,9.43,4.78,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,79,3.69,9.44,4.73,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,80,3.71,9.44,4.64,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,81,3.72,9.45,4.62,1.75,,,8.8,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,82,3.72,9.46,4.57,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,83,3.73,9.47,4.54,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,84,3.73,9.48,4.50,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,85,3.77,9.53,4.45,,,,,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,86,3.80,9.57,4.34,1.81,,,9.4,,,,,,,
07PE,218,B,1986-04-29T16:22,56.0800,19.3250,,,87,3.83,9.61,4.19,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,1,5.08,,11.13,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,2,5.07,7.65,11.47,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,3,4.98,7.65,11.80,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,4,5.05,7.66,11.81,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,5,5.00,7.67,11.81,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,6,4.51,7.65,11.88,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,7,3.86,7.66,12.31,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,8,3.43,7.66,12.58,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,9,3.12,7.67,12.27,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,10,2.93,7.67,11.96,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,11,2.81,7.67,11.67,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,12,2.76,7.67,11.20,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,13,2.71,7.68,11.08,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,14,2.62,7.68,10.88,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,15,2.47,7.68,10.65,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,16,2.40,7.68,10.55,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,17,2.28,7.69,10.33,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,18,2.26,7.69,10.19,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,19,2.26,7.69,10.18,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,20,2.25,7.69,10.13,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,21,2.25,7.69,10.10,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,22,2.25,7.69,10.09,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,23,2.24,7.69,10.05,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,24,2.24,7.69,10.06,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,25,2.24,7.69,10.07,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,26,2.23,7.69,10.03,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,27,2.22,7.69,10.05,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,28,2.22,7.69,10.03,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,29,2.21,7.69,10.01,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,30,2.21,7.69,10.01,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,31,2.20,7.69,10.00,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,32,2.20,7.69,9.87,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,33,2.19,7.69,9.96,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,34,2.18,7.69,9.93,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,35,2.17,7.69,9.98,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,36,2.16,7.69,9.98,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,37,2.14,7.69,9.94,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,38,2.12,7.69,9.96,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,39,2.09,7.69,9.93,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,40,2.07,7.69,9.92,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,41,2.07,7.69,9.94,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,42,2.07,7.69,9.92,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,43,2.05,7.70,9.93,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,44,2.14,7.70,9.93,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,45,2.14,7.69,9.89,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,46,2.13,7.69,9.96,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,47,1.97,7.70,9.92,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,48,1.93,7.70,9.86,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,49,1.94,7.70,9.88,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,50,1.89,7.70,9.87,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,51,1.86,7.70,9.82,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,52,1.83,7.70,9.79,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,53,1.72,7.71,9.78,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,54,1.67,7.72,9.75,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,56,1.69,7.72,9.69,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,57,1.69,7.71,9.68,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,58,1.65,7.71,9.67,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,59,1.65,7.72,9.65,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,60,1.68,7.72,9.64,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,61,1.56,7.75,9.58,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,62,1.60,7.78,9.53,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,63,1.66,7.84,9.40,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,64,1.72,7.89,9.31,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,65,1.85,8.03,8.97,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,66,1.95,8.12,8.56,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,67,2.17,8.37,8.21,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,68,2.43,8.60,7.70,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,69,2.56,8.70,7.32,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,70,2.61,8.74,7.12,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,71,2.62,8.76,7.05,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,72,2.98,8.93,6.79,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,73,3.22,9.08,6.07,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,74,3.29,9.13,5.82,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,75,3.44,9.28,5.44,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,76,3.57,9.39,5.06,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,77,3.68,9.46,4.76,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,78,3.74,9.51,4.56,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,79,3.80,9.55,4.41,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,80,3.88,9.67,4.18,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,81,3.89,9.70,3.93,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,82,3.92,9.74,3.78,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,83,3.95,9.81,3.81,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,84,3.93,9.84,3.82,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,85,3.97,9.94,3.78,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,86,3.98,9.99,3.69,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,87,3.98,10.03,3.53,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,88,3.98,10.05,3.40,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,89,4.03,10.14,3.23,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,90,4.06,10.17,3.00,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,91,4.06,10.18,2.80,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,92,4.06,10.18,2.74,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,93,4.06,10.18,2.71,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,94,4.06,10.18,2.70,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,95,4.06,10.22,2.67,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,96,4.16,10.25,2.68,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,97,4.16,10.28,2.84,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,98,4.12,10.34,2.88,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,99,4.13,10.34,2.85,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,100,4.13,10.34,2.85,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,101,4.13,10.35,2.84,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,102,4.14,10.35,2.84,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,103,4.14,10.37,2.84,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,104,4.15,10.38,2.85,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,105,4.16,10.39,2.84,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,106,4.20,10.40,2.79,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,107,4.18,10.41,2.76,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,108,4.20,10.43,2.79,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,109,4.18,10.44,2.78,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,110,4.19,10.45,2.81,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,111,4.20,10.46,2.81,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,112,4.21,10.46,2.79,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,113,4.21,10.46,2.77,,,,,,,,,,,
07PE,281,B,1986-05-03T15:49,56.0967,19.2717,,,114,4.23,10.50,2.74,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,0,,,,,,,,,,,,,,6.8
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,1,5.10,7.66,11.00,0.09,,,0.2,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,2,4.98,7.66,11.31,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,3,4.89,7.66,11.51,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,4,4.87,7.67,11.80,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,5,4.73,7.67,11.59,0.09,,,0.2,,,,,,,5.5
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,6,3.48,7.66,11.84,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,7,3.37,7.67,12.05,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,8,3.31,7.66,12.09,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,9,2.89,7.71,11.98,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,10,2.71,7.67,11.71,0.18,,,0.2,,,,,,,7.6
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,11,2.61,7.67,11.24,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,12,2.55,7.68,11.02,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,13,2.52,7.67,10.77,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,14,2.44,7.68,10.65,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,15,2.34,7.68,10.46,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,16,2.34,7.68,10.37,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,17,2.35,7.68,10.37,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,18,2.40,7.68,10.36,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,19,2.41,7.68,10.38,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,20,2.40,7.68,10.38,0.30,,,1.7,,,,,,,4.9
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,21,2.37,7.68,10.36,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,22,2.37,7.68,10.33,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,23,2.36,7.68,10.33,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,24,2.35,7.68,10.33,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,25,2.35,7.68,10.32,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,26,2.35,7.68,10.30,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,27,2.33,7.68,10.29,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,28,2.31,7.68,10.28,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,29,2.26,7.68,10.25,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,30,2.16,7.68,10.20,0.42,,,3.2,,,,,,,3.1
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,31,2.14,7.68,10.15,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,32,2.13,7.68,10.12,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,33,2.07,7.68,10.10,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,35,2.04,7.68,10.05,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,37,1.99,7.68,10.02,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,38,1.93,7.69,9.99,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,39,1.90,7.69,9.98,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,40,1.89,7.69,9.95,0.49,,,3.5,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,41,1.89,7.69,9.94,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,42,1.89,7.69,9.94,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,43,1.88,7.69,9.94,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,44,1.88,7.68,9.93,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,45,1.85,7.69,9.94,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,46,1.92,7.69,9.92,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,47,1.91,7.69,9.88,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,48,1.89,7.70,9.88,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,49,1.87,7.70,9.85,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,50,1.84,7.70,9.84,0.59,,,4.1,,,,,,,1.9
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,51,1.84,7.70,9.84,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,52,1.84,7.70,9.82,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,53,1.81,7.71,9.81,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,54,1.69,7.73,9.77,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,56,1.64,7.74,9.72,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,57,1.60,7.75,9.68,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,58,1.63,7.75,9.63,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,59,1.56,7.76,9.57,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,60,1.68,7.86,9.55,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,61,1.89,7.97,9.22,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,62,1.94,8.10,8.80,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,63,2.06,8.21,8.33,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,64,2.10,8.26,8.20,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,65,2.27,8.45,7.77,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,67,2.79,8.82,6.70,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,68,2.76,8.91,6.08,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,69,2.81,8.95,5.84,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,70,2.84,8.98,5.74,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,71,2.86,9.00,5.65,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,72,2.90,9.02,5.59,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,73,2.92,9.05,5.49,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,74,3.15,9.19,5.24,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,76,3.26,9.36,4.65,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,77,3.35,9.37,4.41,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,78,3.47,9.38,4.39,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,79,3.48,9.38,4.39,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,80,3.52,9.42,4.39,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,81,3.58,9.49,4.41,1.86,,,8.9,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,82,3.62,9.52,4.35,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,83,3.73,9.62,4.24,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,84,3.79,9.70,4.09,2.15,,,9.4,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,85,3.83,9.75,3.90,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,86,3.86,9.77,3.65,,,,,,,,,,,
07PE,282,B,1986-05-03T16:30,56.0800,19.3250,,,87,3.85,9.77,3.58,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,2,5.47,7.68,11.69,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,3,4.92,7.68,11.79,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,4,4.81,7.67,11.92,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,5,4.64,7.67,11.94,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,6,4.45,7.70,11.93,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,7,4.35,7.69,11.79,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,8,4.26,7.68,11.79,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,9,4.12,7.68,11.78,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,10,3.99,7.69,11.75,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,11,3.69,7.69,11.52,,,,,,,,,,,
07PE,362,B,1986-05-07T16:04,56.0967,19.2717,,,12,3.39,7.68,11.36,,,,,,,,,,,
